,sys/creation_time,sys/description,sys/hostname,sys/id,sys/modification_time,sys/name,sys/owner,sys/ping_time,sys/running_time,sys/size,sys/state,sys/tags,metrics/batch/accuracy,metrics/batch/loss,metrics/epoch/accuracy,metrics/epoch/loss,metrics/epoch/val_accuracy,metrics/epoch/val_loss,metrics/eval_accuracy,metrics/eval_loss,model/params/batch-size,model/params/dataset,model/params/epochs,model/params/loss-args,model/params/loss-kwargs,model/params/model,model/params/noise,model/params/noise-args,model/params/robust-method,model_summary,parameters/hyperparameters/dropout,parameters/hyperparameters/hidden_size_0,parameters/hyperparameters/hidden_size_1,parameters/hyperparameters/hidden_size_2,parameters/hyperparameters/num_layers,parameters/num-classes,parameters/num-features,source_code/entrypoint,source_code/git,monitoring/cpu,monitoring/gpu,monitoring/gpu_memory,monitoring/memory,monitoring/stdout
32,2021-04-02 22:19:07.652000+00:00,,meriadoc,LAB-342,2021-04-02 22:19:19.907000+00:00,synthetic-50-2-100K-uniform-[0.0],ygorcanalli,2021-04-02 22:19:08.432000+00:00,0.78,245026.0,idle,hyperparameter-rerun,0.9402031302452087,0.15933318436145782,0.9402031302452087,0.15933318436145782,0.9583125114440918,0.12130430340766907,0.9559000134468079,0.1329628825187683,128.0,synthetic-50-2-100K,20.0,"[[[1.0, 0.0], [0.0, 1.0]]]",None,simple-mlp,uniform,0.0,backward,_________________________________________________________________,0.03325603052756665,19.0,52.0,73.0,3.0,2.0,50.0,main.py,877f5f997285690780c2e680ad9997a98baaf159,21.8,,,8.459491729736328,"https://ui.neptune.ai/ygorcanalli/LabelNoise/e/LAB-342
"
33,2021-04-04 16:59:23.564000+00:00,,meriadoc,LAB-393,2021-04-04 17:00:32.024000+00:00,synthetic-80-5-200K-uniform-[0.1],ygorcanalli,2021-04-04 17:00:05.320000+00:00,41.755,1926085.0,idle,hyperparameter-rerun,0.7192890644073486,0.8578302264213562,0.7192890644073486,0.8578302264213562,0.7985625267028809,0.7093720436096191,0.8802750110626221,0.4276581406593323,32.0,synthetic-80-5-200K,20.0,None,None,simple-mlp,uniform,0.1,boot-soft,_________________________________________________________________,0.1457172725825688,102.0,50.0,56.0,3.0,5.0,80.0,main.py,0f0b3e1dca1ee35dbc055f5a45002c97adf5a273,35.4,,,9.111518859863281,"https://ui.neptune.ai/ygorcanalli/LabelNoise/e/LAB-393
"
34,2021-04-02 22:18:50.769000+00:00,,meriadoc,LAB-341,2021-04-02 22:19:04.295000+00:00,synthetic-50-2-100K-uniform-[0.0],ygorcanalli,2021-04-02 22:19:01.778000+00:00,11.008,245074.0,idle,hyperparameter-rerun,0.937125027179718,0.1648053079843521,0.937125027179718,0.1648053079843521,0.956375002861023,0.12632150948047638,0.9544500112533569,0.13561339676380157,128.0,synthetic-50-2-100K,20.0,"[[[1.0, 0.0], [0.0, 1.0]]]",None,simple-mlp,uniform,0.0,forward,_________________________________________________________________,0.03325603052756665,19.0,52.0,73.0,3.0,2.0,50.0,main.py,877f5f997285690780c2e680ad9997a98baaf159,24.4,,,8.461517333984375,"https://ui.neptune.ai/ygorcanalli/LabelNoise/e/LAB-341
"
35,2021-04-02 22:34:28.889000+00:00,,meriadoc,LAB-365,2021-04-02 22:34:41.678000+00:00,synthetic-50-2-100K-uniform-[0.25],ygorcanalli,2021-04-02 22:34:39.923000+00:00,11.034,245074.0,idle,hyperparameter-rerun,0.7112343907356262,0.5344874262809753,0.7112343907356262,0.5344874262809753,0.7193750143051147,0.53288733959198,0.9229999780654907,0.320433646440506,128.0,synthetic-50-2-100K,20.0,None,None,simple-mlp,uniform,0.25,boot-hard,_________________________________________________________________,0.02205830741944419,23.0,73.0,73.0,3.0,2.0,50.0,main.py,877f5f997285690780c2e680ad9997a98baaf159,24.9,,,10.05599594116211,"https://ui.neptune.ai/ygorcanalli/LabelNoise/e/LAB-365
"
36,2021-04-04 16:51:43.864000+00:00,,meriadoc,LAB-387,2021-04-04 16:52:49.295000+00:00,synthetic-80-5-200K-uniform-[0.05],ygorcanalli,2021-04-04 16:52:25.665000+00:00,41.798,1925849.0,idle,hyperparameter-rerun,0.7793202996253967,0.6680188775062561,0.7793202996253967,0.6680188775062561,0.8503124713897705,0.5201622247695923,0.8913249969482422,0.3564426302909851,32.0,synthetic-80-5-200K,20.0,"[[[0.95, 0.0125, 0.0125, 0.0125, 0.0125], [0.0125, 0.95, 0.0125, 0.0125, 0.0125], [0.0125, 0.0125, 0.95, 0.0125, 0.0125], [0.0125, 0.0125, 0.0125, 0.95, 0.0125], [0.0125, 0.0125, 0.0125, 0.0125, 0.95]]]",None,simple-mlp,uniform,0.05,forward,_________________________________________________________________,0.10545111640536789,18.0,107.0,,2.0,5.0,80.0,main.py,0f0b3e1dca1ee35dbc055f5a45002c97adf5a273,37.0,,,8.91634750366211,"https://ui.neptune.ai/ygorcanalli/LabelNoise/e/LAB-387
"
37,2021-04-04 17:01:47.066000+00:00,,meriadoc,LAB-398,2021-04-04 17:02:52.007000+00:00,synthetic-80-5-200K-uniform-[0.1],ygorcanalli,2021-04-04 17:02:39.085000+00:00,52.018,1926085.0,idle,hyperparameter-rerun,0.7214453220367432,0.8410599827766418,0.7214453220367432,0.8410599827766418,0.8056874871253967,0.6763966083526611,0.8884750008583069,0.41073012351989746,32.0,synthetic-80-5-200K,20.0,"[[[0.9, 0.025, 0.025, 0.025, 0.025], [0.025, 0.9, 0.025, 0.025, 0.025], [0.025, 0.025, 0.9, 0.025, 0.025], [0.025, 0.025, 0.025, 0.9, 0.025], [0.025, 0.025, 0.025, 0.025, 0.9]]]",None,simple-mlp,uniform,0.1,forward,_________________________________________________________________,0.1457172725825688,102.0,50.0,56.0,3.0,5.0,80.0,main.py,0f0b3e1dca1ee35dbc055f5a45002c97adf5a273,27.5,,,9.113475799560547,"https://ui.neptune.ai/ygorcanalli/LabelNoise/e/LAB-398
"
38,2021-04-02 22:30:59.653000+00:00,,meriadoc,LAB-359,2021-04-02 22:31:13.783000+00:00,synthetic-50-2-100K-uniform-[0.2],ygorcanalli,2021-04-02 22:31:10.782000+00:00,11.129,245074.0,idle,hyperparameter-rerun,0.7167187333106995,0.5783423185348511,0.7167187333106995,0.5783423185348511,0.7428125143051147,0.5563488602638245,0.9002000093460083,0.38613295555114746,128.0,synthetic-50-2-100K,20.0,None,None,simple-mlp,uniform,0.2,boot-soft,_________________________________________________________________,0.16711013315536524,18.0,12.0,77.0,3.0,2.0,50.0,main.py,877f5f997285690780c2e680ad9997a98baaf159,23.5,,,9.89984130859375,"https://ui.neptune.ai/ygorcanalli/LabelNoise/e/LAB-359
"
39,2021-04-05 03:52:16.651000+00:00,,meriadoc,LAB-443,2021-04-05 03:58:29.481000+00:00,synthetic-100-5-500K-uniform-[0.25],ygorcanalli,2021-04-05 03:58:28.862000+00:00,372.192,4809207.0,idle,hyperparameter-rerun,0.6796990036964417,1.049312949180603,0.6796990036964417,1.049312949180603,0.6951375007629395,1.035126805305481,0.919160008430481,0.5027537941932678,32.0,synthetic-100-5-500K,20.0,None,None,simple-mlp,uniform,0.25,boot-soft,_________________________________________________________________,0.039681913167957245,115.0,57.0,,2.0,5.0,100.0,main.py,0f0b3e1dca1ee35dbc055f5a45002c97adf5a273,18.7,12.0,5.60174560546875,9.473579406738281,"https://ui.neptune.ai/ygorcanalli/LabelNoise/e/LAB-443
"
40,2021-04-04 17:08:56.159000+00:00,,meriadoc,LAB-403,2021-04-04 17:10:04.556000+00:00,synthetic-80-5-200K-uniform-[0.2],ygorcanalli,2021-04-04 17:09:37.943000+00:00,41.782,1926035.0,idle,hyperparameter-rerun,0.7019218802452087,0.9706629514694214,0.7019218802452087,0.9706629514694214,0.7104374766349792,0.964120626449585,0.8837000131607056,0.5278505086898804,32.0,synthetic-80-5-200K,20.0,None,None,simple-mlp,uniform,0.2,boot-soft,_________________________________________________________________,0.026776423190087197,53.0,36.0,19.0,3.0,5.0,80.0,main.py,0f0b3e1dca1ee35dbc055f5a45002c97adf5a273,34.2,,,9.631660461425781,"https://ui.neptune.ai/ygorcanalli/LabelNoise/e/LAB-403
"
41,2021-04-02 22:28:19.550000+00:00,,meriadoc,LAB-356,2021-04-02 22:28:32.213000+00:00,synthetic-50-2-100K-uniform-[0.15],ygorcanalli,2021-04-02 22:28:30.508000+00:00,10.958,245074.0,idle,hyperparameter-rerun,0.755078136920929,0.5289060473442078,0.755078136920929,0.5289060473442078,0.7996249794960022,0.4873083829879761,0.9161999821662903,0.3206031620502472,128.0,synthetic-50-2-100K,20.0,"[[[0.85, 0.15], [0.15, 0.85]]]",None,simple-mlp,uniform,0.15,forward,_________________________________________________________________,0.17469943529651233,44.0,18.0,118.0,3.0,2.0,50.0,main.py,877f5f997285690780c2e680ad9997a98baaf159,26.7,,,9.748577117919922,"https://ui.neptune.ai/ygorcanalli/LabelNoise/e/LAB-356
"
42,2021-04-04 17:00:32.972000+00:00,,meriadoc,LAB-395,2021-04-04 17:01:41.310000+00:00,synthetic-80-5-200K-uniform-[0.15],ygorcanalli,2021-04-04 17:01:14.664000+00:00,41.69,1926037.0,idle,hyperparameter-rerun,0.7064765691757202,0.8118934035301208,0.7064765691757202,0.8118934035301208,0.7609687447547913,0.7231538891792297,0.8848000168800354,0.39745885133743286,32.0,synthetic-80-5-200K,20.0,None,None,simple-mlp,uniform,0.15,boot-hard,_________________________________________________________________,0.09492830740244246,78.0,45.0,15.0,3.0,5.0,80.0,main.py,0f0b3e1dca1ee35dbc055f5a45002c97adf5a273,35.2,,,9.165904998779297,"https://ui.neptune.ai/ygorcanalli/LabelNoise/e/LAB-395
"
43,2021-04-05 04:05:02.475000+00:00,,meriadoc,LAB-445,2021-04-05 04:11:00.431000+00:00,synthetic-100-5-500K-uniform-[0.25],ygorcanalli,2021-04-05 04:10:52.119000+00:00,349.629,4809039.0,idle,hyperparameter-rerun,0.6849896311759949,1.0207903385162354,0.6849896311759949,1.0207903385162354,0.6985124945640564,0.9976852536201477,0.9275599718093872,0.4430577754974365,32.0,synthetic-100-5-500K,20.0,"[[[0.75, 0.0625, 0.0625, 0.0625, 0.0625], [0.0625, 0.75, 0.0625, 0.0625, 0.0625], [0.0625, 0.0625, 0.75, 0.0625, 0.0625], [0.0625, 0.0625, 0.0625, 0.75, 0.0625], [0.0625, 0.0625, 0.0625, 0.0625, 0.75]]]",None,simple-mlp,uniform,0.25,forward,_________________________________________________________________,0.039681913167957245,115.0,57.0,,2.0,5.0,100.0,main.py,0f0b3e1dca1ee35dbc055f5a45002c97adf5a273,19.3,12.0,5.705078125,10.106075286865234,"https://ui.neptune.ai/ygorcanalli/LabelNoise/e/LAB-445
"
44,2021-04-05 05:03:27.927000+00:00,,meriadoc,LAB-447,2021-04-05 05:09:13.549000+00:00,synthetic-100-5-500K-uniform-[0.3],ygorcanalli,2021-04-05 05:09:07.236000+00:00,339.295,4809103.0,idle,hyperparameter-rerun,0.6224862933158875,1.1600366830825806,0.6224862933158875,1.1600366830825806,0.6489499807357788,1.1265385150909424,0.9207500219345093,0.5725138187408447,32.0,synthetic-100-5-500K,20.0,None,None,simple-mlp,uniform,0.3,none,_________________________________________________________________,0.06511415420278266,38.0,95.0,9.0,3.0,5.0,100.0,main.py,0f0b3e1dca1ee35dbc055f5a45002c97adf5a273,19.5,11.0,5.6651611328125,11.649848937988281,"https://ui.neptune.ai/ygorcanalli/LabelNoise/e/LAB-447
"
45,2021-04-04 16:50:24.727000+00:00,,meriadoc,LAB-385,2021-04-04 16:51:40.489000+00:00,synthetic-80-5-200K-uniform-[0.05],ygorcanalli,2021-04-04 16:51:16.709000+00:00,51.98,1925897.0,idle,hyperparameter-rerun,0.7729921936988831,0.6202760338783264,0.7729921936988831,0.6202760338783264,0.8411250114440918,0.4980456829071045,0.8837000131607056,0.33683332800865173,32.0,synthetic-80-5-200K,20.0,None,None,simple-mlp,uniform,0.05,boot-hard,_________________________________________________________________,0.10545111640536789,18.0,107.0,,2.0,5.0,80.0,main.py,0f0b3e1dca1ee35dbc055f5a45002c97adf5a273,38.6,,,8.55899429321289,"https://ui.neptune.ai/ygorcanalli/LabelNoise/e/LAB-385
"
46,2021-04-05 16:18:02.763000+00:00,,meriadoc,LAB-452,2021-04-05 16:19:07.233000+00:00,synthetic-80-5-200K-uniform-[0.3],ygorcanalli,2021-04-05 16:18:44.457000+00:00,41.691,1922862.0,idle,hyperparameter-rerun,0.6146718859672546,1.1564759016036987,0.6146718859672546,1.1564759016036987,0.6333749890327454,1.1294353008270264,0.8874250054359436,0.5852155685424805,32.0,synthetic-80-5-200K,20.0,"[[[0.7, 0.075, 0.075, 0.075, 0.075], [0.075, 0.7, 0.075, 0.075, 0.075], [0.075, 0.075, 0.7, 0.075, 0.075], [0.075, 0.075, 0.075, 0.7, 0.075], [0.075, 0.075, 0.075, 0.075, 0.7]]]",None,simple-mlp,uniform,0.3,forward,_________________________________________________________________,0.05536391056178672,74.0,81.0,20.0,3.0,5.0,80.0,,a0a612593c56aa3417974b01e8026bf02c0f2e5e,29.0,,,8.99417495727539,"https://ui.neptune.ai/ygorcanalli/LabelNoise/e/LAB-452
"
47,2021-04-05 03:46:55.919000+00:00,,meriadoc,LAB-442,2021-04-05 03:52:12.689000+00:00,synthetic-100-5-500K-uniform-[0.25],ygorcanalli,2021-04-05 03:52:05.014000+00:00,309.079,4808631.0,idle,hyperparameter-rerun,0.6791208982467651,1.0507515668869019,0.6791208982467651,1.0507515668869019,0.6966375112533569,1.0355522632598877,0.9243199825286865,0.4629349708557129,32.0,synthetic-100-5-500K,20.0,None,None,simple-mlp,uniform,0.25,none,_________________________________________________________________,0.039681913167957245,115.0,57.0,,2.0,5.0,100.0,main.py,0f0b3e1dca1ee35dbc055f5a45002c97adf5a273,18.8,7.0,5.60174560546875,9.220443725585938,"https://ui.neptune.ai/ygorcanalli/LabelNoise/e/LAB-442
"
48,2021-04-04 16:51:49.173000+00:00,,meriadoc,LAB-388,2021-04-04 16:53:01.231000+00:00,synthetic-80-5-200K-uniform-[0.0],ygorcanalli,2021-04-04 16:52:30.909000+00:00,41.733,1925851.0,idle,hyperparameter-rerun,0.9092265367507935,0.29112252593040466,0.9092265367507935,0.29112252593040466,0.9244687557220459,0.24638178944587708,0.9252499938011169,0.24317480623722076,32.0,synthetic-80-5-200K,20.0,"[[[1.0, 0.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 0.0, 1.0]]]",None,simple-mlp,uniform,0.0,forward,_________________________________________________________________,0.023636697398932396,56.0,108.0,,2.0,5.0,80.0,main.py,0f0b3e1dca1ee35dbc055f5a45002c97adf5a273,37.3,,,8.737964630126953,"https://ui.neptune.ai/ygorcanalli/LabelNoise/e/LAB-388
"
49,2021-04-05 00:32:49.284000+00:00,,meriadoc,LAB-433,2021-04-05 00:38:19.574000+00:00,synthetic-100-5-500K-uniform-[0.15],ygorcanalli,2021-04-05 00:38:18.660000+00:00,329.362,4808756.0,idle,hyperparameter-rerun,0.7278491258621216,0.8924797177314758,0.7278491258621216,0.8924797177314758,0.7844625115394592,0.7988293766975403,0.9172700047492981,0.4008077383041382,32.0,synthetic-100-5-500K,20.0,None,None,simple-mlp,uniform,0.15,boot-soft,_________________________________________________________________,0.11159796039782065,124.0,46.0,,2.0,5.0,100.0,main.py,0f0b3e1dca1ee35dbc055f5a45002c97adf5a273,26.1,10.0,5.62030029296875,13.091644287109375,"https://ui.neptune.ai/ygorcanalli/LabelNoise/e/LAB-433
"
50,2021-04-04 17:00:35.005000+00:00,,meriadoc,LAB-396,2021-04-04 17:01:43.948000+00:00,synthetic-80-5-200K-uniform-[0.1],ygorcanalli,2021-04-04 17:01:27.196000+00:00,52.19,1926085.0,idle,hyperparameter-rerun,0.7162578105926514,0.7597115635871887,0.7162578105926514,0.7597115635871887,0.7999374866485596,0.6181958913803101,0.8837249875068665,0.3819257915019989,32.0,synthetic-80-5-200K,20.0,None,None,simple-mlp,uniform,0.1,boot-hard,_________________________________________________________________,0.1457172725825688,102.0,50.0,56.0,3.0,5.0,80.0,main.py,0f0b3e1dca1ee35dbc055f5a45002c97adf5a273,28.0,,,9.147041320800781,"https://ui.neptune.ai/ygorcanalli/LabelNoise/e/LAB-396
"
51,2021-04-04 17:02:55.065000+00:00,,meriadoc,LAB-399,2021-04-04 17:04:05.613000+00:00,synthetic-80-5-200K-uniform-[0.1],ygorcanalli,2021-04-04 17:03:36.897000+00:00,41.831,1926037.0,idle,hyperparameter-rerun,0.7151172161102295,0.5666379332542419,0.7151172161102295,0.5666379332542419,0.7987812757492065,0.35595348477363586,0.8810999989509583,-0.17788368463516235,32.0,synthetic-80-5-200K,20.0,"[[[0.9, 0.025, 0.025, 0.025, 0.025], [0.025, 0.9, 0.025, 0.025, 0.025], [0.025, 0.025, 0.9, 0.025, 0.025], [0.025, 0.025, 0.025, 0.9, 0.025], [0.025, 0.025, 0.025, 0.025, 0.9]]]",None,simple-mlp,uniform,0.1,backward,_________________________________________________________________,0.1457172725825688,102.0,50.0,56.0,3.0,5.0,80.0,main.py,0f0b3e1dca1ee35dbc055f5a45002c97adf5a273,35.9,,,9.220603942871094,"https://ui.neptune.ai/ygorcanalli/LabelNoise/e/LAB-399
"
52,2021-04-04 17:12:34.008000+00:00,,meriadoc,LAB-410,2021-04-04 17:13:42.364000+00:00,synthetic-80-5-200K-uniform-[0.25],ygorcanalli,2021-04-04 17:13:15.795000+00:00,41.785,1925849.0,idle,hyperparameter-rerun,0.6315624713897705,0.410970002412796,0.6315624713897705,0.410970002412796,0.644906222820282,0.46016931533813477,0.8529750108718872,-1.8027691841125488,32.0,synthetic-80-5-200K,20.0,"[[[0.75, 0.0625, 0.0625, 0.0625, 0.0625], [0.0625, 0.75, 0.0625, 0.0625, 0.0625], [0.0625, 0.0625, 0.75, 0.0625, 0.0625], [0.0625, 0.0625, 0.0625, 0.75, 0.0625], [0.0625, 0.0625, 0.0625, 0.0625, 0.75]]]",None,simple-mlp,uniform,0.25,backward,_________________________________________________________________,0.042792853656392585,49.0,33.0,,2.0,5.0,80.0,main.py,0f0b3e1dca1ee35dbc055f5a45002c97adf5a273,34.9,,,9.696952819824219,"https://ui.neptune.ai/ygorcanalli/LabelNoise/e/LAB-410
"
53,2021-04-04 21:52:59.454000+00:00,,meriadoc,LAB-420,2021-04-04 21:57:00.294000+00:00,synthetic-100-5-500K-uniform-[0.0],ygorcanalli,2021-04-04 21:56:56.082000+00:00,236.615,4807914.0,idle,hyperparameter-rerun,0.9354435205459595,0.22337137162685394,0.9354435205459595,0.22337137162685394,0.9519624710083008,0.17609718441963196,0.9511600136756897,0.17976288497447968,32.0,synthetic-100-5-500K,20.0,"[[[1.0, 0.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 0.0, 1.0]]]",None,simple-mlp,uniform,0.0,forward,_________________________________________________________________,0.01588930401726807,47.0,27.0,,2.0,5.0,100.0,main.py,0f0b3e1dca1ee35dbc055f5a45002c97adf5a273,28.0,14.0,5.6986083984375,10.129459381103516,"https://ui.neptune.ai/ygorcanalli/LabelNoise/e/LAB-420
"
54,2021-04-02 22:24:57.298000+00:00,,meriadoc,LAB-351,2021-04-02 22:25:11.369000+00:00,synthetic-50-2-100K-uniform-[0.1],ygorcanalli,2021-04-02 22:25:08.406000+00:00,11.108,245074.0,idle,hyperparameter-rerun,0.8596718907356262,0.38508450984954834,0.8596718907356262,0.38508450984954834,0.8629375100135803,0.38259610533714294,0.9503999948501587,0.20538583397865295,128.0,synthetic-50-2-100K,20.0,"[[[0.9, 0.1], [0.1, 0.9]]]",None,simple-mlp,uniform,0.1,forward,_________________________________________________________________,0.006619230246442221,23.0,86.0,16.0,3.0,2.0,50.0,main.py,877f5f997285690780c2e680ad9997a98baaf159,23.5,,,9.53125,"https://ui.neptune.ai/ygorcanalli/LabelNoise/e/LAB-351
"
55,2021-04-02 22:37:42.743000+00:00,,meriadoc,LAB-370,2021-04-02 22:37:56.288000+00:00,synthetic-50-2-100K-uniform-[0.3],ygorcanalli,2021-04-02 22:37:53.777000+00:00,11.033,244885.0,idle,hyperparameter-rerun,0.6208906173706055,0.6072752475738525,0.6208906173706055,0.6072752475738525,0.6294999718666077,0.6016896963119507,0.8200500011444092,0.4377797842025757,128.0,synthetic-50-2-100K,20.0,None,None,simple-mlp,uniform,0.3,boot-hard,_________________________________________________________________,0.19427086695213816,9.0,39.0,,2.0,2.0,50.0,main.py,877f5f997285690780c2e680ad9997a98baaf159,23.4,,,10.332656860351562,"https://ui.neptune.ai/ygorcanalli/LabelNoise/e/LAB-370
"
56,2021-04-05 04:11:04.482000+00:00,,meriadoc,LAB-446,2021-04-05 04:17:00.566000+00:00,synthetic-100-5-500K-uniform-[0.25],ygorcanalli,2021-04-05 04:16:54.185000+00:00,349.685,4809015.0,idle,hyperparameter-rerun,0.6532176733016968,0.2681281566619873,0.6532176733016968,0.2681281566619873,0.6653125286102295,0.3967040181159973,0.8781599998474121,-2.4965362548828125,32.0,synthetic-100-5-500K,20.0,"[[[0.75, 0.0625, 0.0625, 0.0625, 0.0625], [0.0625, 0.75, 0.0625, 0.0625, 0.0625], [0.0625, 0.0625, 0.75, 0.0625, 0.0625], [0.0625, 0.0625, 0.0625, 0.75, 0.0625], [0.0625, 0.0625, 0.0625, 0.0625, 0.75]]]",None,simple-mlp,uniform,0.25,backward,_________________________________________________________________,0.039681913167957245,115.0,57.0,,2.0,5.0,100.0,main.py,0f0b3e1dca1ee35dbc055f5a45002c97adf5a273,19.3,12.0,5.66046142578125,10.221004486083984,"https://ui.neptune.ai/ygorcanalli/LabelNoise/e/LAB-446
"
57,2021-04-05 05:23:15.843000+00:00,,meriadoc,LAB-450,2021-04-05 05:29:38.079000+00:00,synthetic-100-5-500K-uniform-[0.3],ygorcanalli,2021-04-05 05:29:36.746000+00:00,380.884,4809487.0,idle,hyperparameter-rerun,0.6257144808769226,1.1411560773849487,0.6257144808769226,1.1411560773849487,0.6522374749183655,1.1032898426055908,0.9232000112533569,0.5219051241874695,32.0,synthetic-100-5-500K,20.0,"[[[0.7, 0.075, 0.075, 0.075, 0.075], [0.075, 0.7, 0.075, 0.075, 0.075], [0.075, 0.075, 0.7, 0.075, 0.075], [0.075, 0.075, 0.075, 0.7, 0.075], [0.075, 0.075, 0.075, 0.075, 0.7]]]",None,simple-mlp,uniform,0.3,forward,_________________________________________________________________,0.06511415420278266,38.0,95.0,9.0,3.0,5.0,100.0,main.py,0f0b3e1dca1ee35dbc055f5a45002c97adf5a273,19.9,14.0,5.65380859375,11.605201721191406,"https://ui.neptune.ai/ygorcanalli/LabelNoise/e/LAB-450
"
58,2021-04-02 22:34:44.974000+00:00,,meriadoc,LAB-366,2021-04-02 22:34:59.735000+00:00,synthetic-50-2-100K-uniform-[0.25],ygorcanalli,2021-04-02 22:34:56.606000+00:00,11.631,245074.0,idle,hyperparameter-rerun,0.7159062623977661,0.5885773301124573,0.7159062623977661,0.5885773301124573,0.7181249856948853,0.5866129994392395,0.9212999939918518,0.381779283285141,128.0,synthetic-50-2-100K,20.0,"[[[0.75, 0.25], [0.25, 0.75]]]",None,simple-mlp,uniform,0.25,forward,_________________________________________________________________,0.02205830741944419,23.0,73.0,73.0,3.0,2.0,50.0,main.py,877f5f997285690780c2e680ad9997a98baaf159,27.6,,,10.10573959350586,"https://ui.neptune.ai/ygorcanalli/LabelNoise/e/LAB-366
"
59,2021-04-02 22:21:59.569000+00:00,,meriadoc,LAB-347,2021-04-02 22:22:12.652000+00:00,synthetic-50-2-100K-uniform-[0.05],ygorcanalli,2021-04-02 22:22:10.534000+00:00,10.964,244888.0,idle,hyperparameter-rerun,0.8457187414169312,0.27113088965415955,0.8457187414169312,0.27113088965415955,0.8851875066757202,0.19069808721542358,0.9232500195503235,0.007387480232864618,128.0,synthetic-50-2-100K,20.0,"[[[0.95, 0.05], [0.05, 0.95]]]",None,simple-mlp,uniform,0.05,backward,_________________________________________________________________,0.12188035414808807,14.0,71.0,,2.0,2.0,50.0,main.py,877f5f997285690780c2e680ad9997a98baaf159,23.2,,,9.107135772705078,"https://ui.neptune.ai/ygorcanalli/LabelNoise/e/LAB-347
"
60,2021-04-04 17:07:49.107000+00:00,,meriadoc,LAB-401,2021-04-04 17:08:52.909000+00:00,synthetic-80-5-200K-uniform-[0.2],ygorcanalli,2021-04-04 17:08:30.831000+00:00,41.722,1926035.0,idle,hyperparameter-rerun,0.7038984298706055,0.9693475365638733,0.7038984298706055,0.9693475365638733,0.7105000019073486,0.973181962966919,0.8865500092506409,0.48044878244400024,32.0,synthetic-80-5-200K,20.0,None,None,simple-mlp,uniform,0.2,none,_________________________________________________________________,0.026776423190087197,53.0,36.0,19.0,3.0,5.0,80.0,main.py,0f0b3e1dca1ee35dbc055f5a45002c97adf5a273,33.9,,,9.580772399902344,"https://ui.neptune.ai/ygorcanalli/LabelNoise/e/LAB-401
"
61,2021-04-04 17:29:29.981000+00:00,,meriadoc,LAB-412,2021-04-04 17:31:07.609000+00:00,synthetic-80-5-200K-uniform-[0.3],ygorcanalli,2021-04-04 17:31:03.056000+00:00,93.07,1926275.0,idle,hyperparameter-rerun,0.6168906092643738,1.162225604057312,0.6168906092643738,1.162225604057312,0.6186249852180481,1.1707115173339844,0.8635500073432922,0.667347252368927,32.0,synthetic-80-5-200K,20.0,None,None,simple-mlp,uniform,0.3,boot-soft,_________________________________________________________________,0.015256373949917235,42.0,31.0,59.0,3.0,5.0,80.0,main.py,0f0b3e1dca1ee35dbc055f5a45002c97adf5a273,19.6,,,6.654937744140625,"https://ui.neptune.ai/ygorcanalli/LabelNoise/e/LAB-412
"
62,2021-04-05 00:38:23.756000+00:00,,meriadoc,LAB-434,2021-04-05 00:43:51.813000+00:00,synthetic-100-5-500K-uniform-[0.15],ygorcanalli,2021-04-05 00:43:42.602000+00:00,318.831,4808756.0,idle,hyperparameter-rerun,0.7262178659439087,0.7872457504272461,0.7262178659439087,0.7872457504272461,0.7830374836921692,0.6972427368164062,0.9170399904251099,0.3322186768054962,32.0,synthetic-100-5-500K,20.0,None,None,simple-mlp,uniform,0.15,boot-hard,_________________________________________________________________,0.11159796039782065,124.0,46.0,,2.0,5.0,100.0,main.py,0f0b3e1dca1ee35dbc055f5a45002c97adf5a273,25.9,8.0,5.62005615234375,13.279010772705078,"https://ui.neptune.ai/ygorcanalli/LabelNoise/e/LAB-434
"
63,2021-04-04 23:35:28.206000+00:00,,meriadoc,LAB-429,2021-04-04 23:41:08.799000+00:00,synthetic-100-5-500K-uniform-[0.1],ygorcanalli,2021-04-04 23:41:07.786000+00:00,339.563,4809038.0,idle,hyperparameter-rerun,0.837011992931366,0.5344021320343018,0.837011992931366,0.5344021320343018,0.8546249866485596,0.5039684176445007,0.9449899792671204,0.22253505885601044,32.0,synthetic-100-5-500K,20.0,None,None,simple-mlp,uniform,0.1,boot-hard,_________________________________________________________________,0.023763754280857197,96.0,70.0,24.0,3.0,5.0,100.0,main.py,0f0b3e1dca1ee35dbc055f5a45002c97adf5a273,25.1,10.0,5.61663818359375,11.984813690185547,"https://ui.neptune.ai/ygorcanalli/LabelNoise/e/LAB-429
"
