,sys/creation_time,sys/description,sys/hostname,sys/id,sys/modification_time,sys/name,sys/owner,sys/ping_time,sys/running_time,sys/size,sys/state,sys/tags,metrics/batch/accuracy,metrics/batch/loss,metrics/epoch/accuracy,metrics/epoch/loss,metrics/epoch/val_accuracy,metrics/epoch/val_loss,metrics/eval_accuracy,metrics/eval_loss,model/params/batch-size,model/params/dataset,model/params/epochs,model/params/loss-args,model/params/loss-kwargs,model/params/model,model/params/noise,model/params/noise-args,model/params/robust-method,model_summary,parameters/hyperparameters/dropout,parameters/hyperparameters/hidden_size_0,parameters/hyperparameters/hidden_size_1,parameters/hyperparameters/hidden_size_2,parameters/hyperparameters/num_layers,parameters/num-classes,parameters/num-features,source_code/entrypoint,source_code/git,monitoring/cpu,monitoring/memory,monitoring/stdout
32,2021-04-06 04:42:45.178000+00:00,,meriadoc,LAB-511,2021-04-06 04:44:11.441000+00:00,synthetic-80-5-200K-uniform-[0.1],ygorcanalli,2021-04-06 04:44:07.869000+00:00,82.687,1926361.0,idle,fix-hyperparameters,0.7036718726158142,0.8726406693458557,0.7036718726158142,0.8726406693458557,0.7995312213897705,0.6951045393943787,0.8812249898910522,0.43552348017692566,32.0,synthetic-80-5-200K,20.0,"[array([[0.9  , 0.025, 0.025, 0.025, 0.025],
       [0.025, 0.9  , 0.025, 0.025, 0.025],
       [0.025, 0.025, 0.9  , 0.025, 0.025],
       [0.025, 0.025, 0.025, 0.9  , 0.025],
       [0.025, 0.025, 0.025, 0.025, 0.9  ]])]",None,simple-mlp,uniform,0.1,forward,_________________________________________________________________,0.17542437598233224,58.0,47.0,94.0,3.0,5.0,80.0,main.py,bfe1b5d7ea9186374971062d77ddd3a65ac0a65d,22.3,8.18404769897461,"https://ui.neptune.ai/ygorcanalli/LabelNoise/e/LAB-511
"
33,2021-04-06 04:45:54.352000+00:00,,meriadoc,LAB-513,2021-04-06 04:47:16.643000+00:00,synthetic-80-5-200K-uniform-[0.15],ygorcanalli,2021-04-06 04:47:06.747000+00:00,72.391,1926361.0,idle,fix-hyperparameters,0.6602030992507935,1.0064445734024048,0.6602030992507935,1.0064445734024048,0.7494375109672546,0.8578705787658691,0.8736749887466431,0.5017882585525513,32.0,synthetic-80-5-200K,20.0,None,None,simple-mlp,uniform,0.15,none,_________________________________________________________________,0.17542437598233224,58.0,47.0,94.0,3.0,5.0,80.0,main.py,bfe1b5d7ea9186374971062d77ddd3a65ac0a65d,21.5,8.247570037841797,"https://ui.neptune.ai/ygorcanalli/LabelNoise/e/LAB-513
"
34,2021-04-06 03:54:42.084000+00:00,,meriadoc,LAB-473,2021-04-06 03:55:20.272000+00:00,synthetic-50-2-100K-uniform-[0.1],ygorcanalli,2021-04-06 03:55:13.559000+00:00,31.473,966121.0,idle,fix-hyperparameters,0.8665624856948853,0.36490222811698914,0.8665624856948853,0.36490222811698914,0.8600624799728394,0.40250420570373535,0.9429500102996826,0.2035389095544815,32.0,synthetic-50-2-100K,20.0,None,None,simple-mlp,uniform,0.1,none,_________________________________________________________________,0.005073702428942628,82.0,84.0,13.0,3.0,2.0,50.0,main.py,bfe1b5d7ea9186374971062d77ddd3a65ac0a65d,23.5,6.705516815185547,"https://ui.neptune.ai/ygorcanalli/LabelNoise/e/LAB-473
"
35,2021-04-06 04:50:14.070000+00:00,,meriadoc,LAB-516,2021-04-06 04:51:40.235000+00:00,synthetic-80-5-200K-uniform-[0.15],ygorcanalli,2021-04-06 04:51:36.978000+00:00,82.904,1926361.0,idle,fix-hyperparameters,0.6632500290870667,0.9872288703918457,0.6632500290870667,0.9872288703918457,0.7596562504768372,0.8233209848403931,0.8845750093460083,0.4818311035633087,32.0,synthetic-80-5-200K,20.0,"[array([[0.85  , 0.0375, 0.0375, 0.0375, 0.0375],
       [0.0375, 0.85  , 0.0375, 0.0375, 0.0375],
       [0.0375, 0.0375, 0.85  , 0.0375, 0.0375],
       [0.0375, 0.0375, 0.0375, 0.85  , 0.0375],
       [0.0375, 0.0375, 0.0375, 0.0375, 0.85  ]])]",None,simple-mlp,uniform,0.15,forward,_________________________________________________________________,0.17542437598233224,58.0,47.0,94.0,3.0,5.0,80.0,main.py,bfe1b5d7ea9186374971062d77ddd3a65ac0a65d,21.4,8.227230072021484,"https://ui.neptune.ai/ygorcanalli/LabelNoise/e/LAB-516
"
36,2021-04-06 03:48:22.251000+00:00,,meriadoc,LAB-464,2021-04-06 03:49:00.495000+00:00,synthetic-50-2-100K-uniform-[0],ygorcanalli,2021-04-06 03:48:53.794000+00:00,31.543,966121.0,idle,fix-hyperparameters,0.9675624966621399,0.09645814448595047,0.9675624966621399,0.09645814448595047,0.9595624804496765,0.11591704189777374,0.9559500217437744,0.12960200011730194,32.0,synthetic-50-2-100K,20.0,None,None,simple-mlp,uniform,0.0,boot-soft,_________________________________________________________________,0.005073702428942628,82.0,84.0,13.0,3.0,2.0,50.0,main.py,bfe1b5d7ea9186374971062d77ddd3a65ac0a65d,23.3,6.541385650634766,"https://ui.neptune.ai/ygorcanalli/LabelNoise/e/LAB-464
"
37,2021-04-06 04:06:01.888000+00:00,,meriadoc,LAB-489,2021-04-06 04:06:38.181000+00:00,synthetic-50-2-100K-uniform-[0.25],ygorcanalli,2021-04-06 04:06:33.354000+00:00,31.463,966121.0,idle,fix-hyperparameters,0.7275312542915344,0.5611430406570435,0.7275312542915344,0.5611430406570435,0.7046250104904175,0.614893913269043,0.8913999795913696,0.3871416449546814,32.0,synthetic-50-2-100K,20.0,None,None,simple-mlp,uniform,0.25,boot-soft,_________________________________________________________________,0.005073702428942628,82.0,84.0,13.0,3.0,2.0,50.0,main.py,bfe1b5d7ea9186374971062d77ddd3a65ac0a65d,23.4,6.951694488525391,"https://ui.neptune.ai/ygorcanalli/LabelNoise/e/LAB-489
"
38,2021-04-06 04:38:22.207000+00:00,,meriadoc,LAB-508,2021-04-06 04:39:43.758000+00:00,synthetic-80-5-200K-uniform-[0.1],ygorcanalli,2021-04-06 04:39:34.778000+00:00,72.568,1926361.0,idle,fix-hyperparameters,0.7010077834129333,0.8926071524620056,0.7010077834129333,0.8926071524620056,0.7985625267028809,0.7185419201850891,0.8803750276565552,0.45285165309906006,32.0,synthetic-80-5-200K,20.0,None,None,simple-mlp,uniform,0.1,none,_________________________________________________________________,0.17542437598233224,58.0,47.0,94.0,3.0,5.0,80.0,main.py,bfe1b5d7ea9186374971062d77ddd3a65ac0a65d,20.6,8.124114990234375,"https://ui.neptune.ai/ygorcanalli/LabelNoise/e/LAB-508
"
39,2021-04-06 04:09:33.549000+00:00,,meriadoc,LAB-494,2021-04-06 04:10:10.774000+00:00,synthetic-50-2-100K-uniform-[0.3],ygorcanalli,2021-04-06 04:10:05.066000+00:00,31.515,966121.0,idle,fix-hyperparameters,0.6911249756813049,0.5954062938690186,0.6911249756813049,0.5954062938690186,0.6380000114440918,0.666095495223999,0.8403499722480774,0.4666674733161926,32.0,synthetic-50-2-100K,20.0,None,None,simple-mlp,uniform,0.3,boot-soft,_________________________________________________________________,0.005073702428942628,82.0,84.0,13.0,3.0,2.0,50.0,main.py,bfe1b5d7ea9186374971062d77ddd3a65ac0a65d,23.1,6.999732971191406,"https://ui.neptune.ai/ygorcanalli/LabelNoise/e/LAB-494
"
40,2021-04-06 05:02:23.457000+00:00,,meriadoc,LAB-524,2021-04-06 05:03:47.082000+00:00,synthetic-80-5-200K-uniform-[0.25],ygorcanalli,2021-04-06 05:03:46.151000+00:00,82.69,1926361.0,idle,fix-hyperparameters,0.5874921679496765,1.1779255867004395,0.5874921679496765,1.1779255867004395,0.6603749990463257,1.08750581741333,0.8660500049591064,0.6467742919921875,32.0,synthetic-80-5-200K,20.0,None,None,simple-mlp,uniform,0.25,boot-soft,_________________________________________________________________,0.17542437598233224,58.0,47.0,94.0,3.0,5.0,80.0,main.py,bfe1b5d7ea9186374971062d77ddd3a65ac0a65d,21.3,8.32718276977539,"https://ui.neptune.ai/ygorcanalli/LabelNoise/e/LAB-524
"
41,2021-04-06 03:51:53.286000+00:00,,meriadoc,LAB-469,2021-04-06 03:52:31.014000+00:00,synthetic-50-2-100K-uniform-[0.05],ygorcanalli,2021-04-06 03:52:24.694000+00:00,31.407,966121.0,idle,fix-hyperparameters,0.9187187552452087,0.2511656582355499,0.9187187552452087,0.2511656582355499,0.9114999771118164,0.2865331470966339,0.9513000249862671,0.1567758470773697,32.0,synthetic-50-2-100K,20.0,None,None,simple-mlp,uniform,0.05,boot-soft,_________________________________________________________________,0.005073702428942628,82.0,84.0,13.0,3.0,2.0,50.0,main.py,bfe1b5d7ea9186374971062d77ddd3a65ac0a65d,24.5,6.6363372802734375,"https://ui.neptune.ai/ygorcanalli/LabelNoise/e/LAB-469
"
42,2021-04-06 07:09:23.368000+00:00,,meriadoc,LAB-554,2021-04-06 07:13:13.155000+00:00,synthetic-100-5-500K-uniform-[0.2],ygorcanalli,2021-04-06 07:13:09.962000+00:00,226.582,4806846.0,idle,fix-hyperparameters,0.7416241765022278,0.9223983883857727,0.7416241765022278,0.9223983883857727,0.744112491607666,0.923500657081604,0.9259700179100037,0.4438338279724121,32.0,synthetic-100-5-500K,20.0,None,None,simple-mlp,uniform,0.2,boot-soft,_________________________________________________________________,0.004248038674119314,26.0,80.0,,2.0,5.0,100.0,main.py,bfe1b5d7ea9186374971062d77ddd3a65ac0a65d,18.7,10.806652069091797,"https://ui.neptune.ai/ygorcanalli/LabelNoise/e/LAB-554
"
43,2021-04-06 06:30:05.811000+00:00,,meriadoc,LAB-544,2021-04-06 06:33:52.324000+00:00,synthetic-100-5-500K-uniform-[0.1],ygorcanalli,2021-04-06 06:33:42.035000+00:00,216.216,4806846.0,idle,fix-hyperparameters,0.8400495052337646,0.6370497345924377,0.8400495052337646,0.6370497345924377,0.8466249704360962,0.6266486048698425,0.9363099932670593,0.2973443567752838,32.0,synthetic-100-5-500K,20.0,None,None,simple-mlp,uniform,0.1,boot-soft,_________________________________________________________________,0.004248038674119314,26.0,80.0,,2.0,5.0,100.0,main.py,bfe1b5d7ea9186374971062d77ddd3a65ac0a65d,18.8,10.652019500732422,"https://ui.neptune.ai/ygorcanalli/LabelNoise/e/LAB-544
"
44,2021-04-06 07:17:15.450000+00:00,,meriadoc,LAB-556,2021-04-06 07:21:04.260000+00:00,synthetic-100-5-500K-uniform-[0.2],ygorcanalli,2021-04-06 07:21:01.818000+00:00,226.359,4806846.0,idle,fix-hyperparameters,0.7524804472923279,0.868246853351593,0.7524804472923279,0.868246853351593,0.7543874979019165,0.8672041893005371,0.93927001953125,0.3574538230895996,32.0,synthetic-100-5-500K,20.0,"[array([[0.8 , 0.05, 0.05, 0.05, 0.05],
       [0.05, 0.8 , 0.05, 0.05, 0.05],
       [0.05, 0.05, 0.8 , 0.05, 0.05],
       [0.05, 0.05, 0.05, 0.8 , 0.05],
       [0.05, 0.05, 0.05, 0.05, 0.8 ]])]",None,simple-mlp,uniform,0.2,forward,_________________________________________________________________,0.004248038674119314,26.0,80.0,,2.0,5.0,100.0,main.py,bfe1b5d7ea9186374971062d77ddd3a65ac0a65d,18.4,10.767498016357422,"https://ui.neptune.ai/ygorcanalli/LabelNoise/e/LAB-556
"
45,2021-04-06 07:48:41.222000+00:00,,meriadoc,LAB-564,2021-04-06 07:52:30.242000+00:00,synthetic-100-5-500K-uniform-[0.3],ygorcanalli,2021-04-06 07:52:27.577000+00:00,226.344,4806846.0,idle,fix-hyperparameters,0.6447864174842834,1.1408445835113525,0.6447864174842834,1.1408445835113525,0.6474875211715698,1.1421706676483154,0.9115099906921387,0.5818732380867004,32.0,synthetic-100-5-500K,20.0,None,None,simple-mlp,uniform,0.3,boot-soft,_________________________________________________________________,0.004248038674119314,26.0,80.0,,2.0,5.0,100.0,main.py,bfe1b5d7ea9186374971062d77ddd3a65ac0a65d,19.1,10.867683410644531,"https://ui.neptune.ai/ygorcanalli/LabelNoise/e/LAB-564
"
46,2021-04-06 04:33:43.762000+00:00,,meriadoc,LAB-505,2021-04-06 04:35:10.531000+00:00,synthetic-80-5-200K-uniform-[0.05],ygorcanalli,2021-04-06 04:35:06.529000+00:00,82.762,1926361.0,idle,fix-hyperparameters,0.7417500019073486,0.6704845428466797,0.7417500019073486,0.6704845428466797,0.8443124890327454,0.4818665087223053,0.8881499767303467,0.32865020632743835,32.0,synthetic-80-5-200K,20.0,None,None,simple-mlp,uniform,0.05,boot-hard,_________________________________________________________________,0.17542437598233224,58.0,47.0,94.0,3.0,5.0,80.0,main.py,bfe1b5d7ea9186374971062d77ddd3a65ac0a65d,21.1,8.095283508300781,"https://ui.neptune.ai/ygorcanalli/LabelNoise/e/LAB-505
"
47,2021-04-06 07:13:17.031000+00:00,,meriadoc,LAB-555,2021-04-06 07:17:11.883000+00:00,synthetic-100-5-500K-uniform-[0.2],ygorcanalli,2021-04-06 07:17:03.447000+00:00,226.401,4806894.0,idle,fix-hyperparameters,0.7356804013252258,0.8141673803329468,0.7356804013252258,0.8141673803329468,0.7371875047683716,0.8142175674438477,0.9179499745368958,0.3709949254989624,32.0,synthetic-100-5-500K,20.0,None,None,simple-mlp,uniform,0.2,boot-hard,_________________________________________________________________,0.004248038674119314,26.0,80.0,,2.0,5.0,100.0,main.py,bfe1b5d7ea9186374971062d77ddd3a65ac0a65d,18.0,10.758434295654297,"https://ui.neptune.ai/ygorcanalli/LabelNoise/e/LAB-555
"
48,2021-04-06 04:51:43.326000+00:00,,meriadoc,LAB-517,2021-04-06 04:53:07.124000+00:00,synthetic-80-5-200K-uniform-[0.15],ygorcanalli,2021-04-06 04:53:06.073000+00:00,82.744,1926361.0,idle,fix-hyperparameters,0.6538203358650208,0.6307982206344604,0.6538203358650208,0.6307982206344604,0.7423437237739563,0.3852519690990448,0.8635749816894531,-0.49625760316848755,32.0,synthetic-80-5-200K,20.0,"[array([[0.85  , 0.0375, 0.0375, 0.0375, 0.0375],
       [0.0375, 0.85  , 0.0375, 0.0375, 0.0375],
       [0.0375, 0.0375, 0.85  , 0.0375, 0.0375],
       [0.0375, 0.0375, 0.0375, 0.85  , 0.0375],
       [0.0375, 0.0375, 0.0375, 0.0375, 0.85  ]])]",None,simple-mlp,uniform,0.15,backward,_________________________________________________________________,0.17542437598233224,58.0,47.0,94.0,3.0,5.0,80.0,main.py,bfe1b5d7ea9186374971062d77ddd3a65ac0a65d,21.7,8.222301483154297,"https://ui.neptune.ai/ygorcanalli/LabelNoise/e/LAB-517
"
49,2021-04-06 06:10:18.053000+00:00,,meriadoc,LAB-539,2021-04-06 06:14:08.700000+00:00,synthetic-100-5-500K-uniform-[0.05],ygorcanalli,2021-04-06 06:14:04.487000+00:00,226.423,4806846.0,idle,fix-hyperparameters,0.8894527554512024,0.4592147171497345,0.8894527554512024,0.4592147171497345,0.8967124819755554,0.4466606378555298,0.9427499771118164,0.23259924352169037,32.0,synthetic-100-5-500K,20.0,None,None,simple-mlp,uniform,0.05,boot-soft,_________________________________________________________________,0.004248038674119314,26.0,80.0,,2.0,5.0,100.0,main.py,bfe1b5d7ea9186374971062d77ddd3a65ac0a65d,18.9,10.223522186279297,"https://ui.neptune.ai/ygorcanalli/LabelNoise/e/LAB-539
"
50,2021-04-06 03:49:44.758000+00:00,,meriadoc,LAB-466,2021-04-06 03:50:22.447000+00:00,synthetic-50-2-100K-uniform-[0],ygorcanalli,2021-04-06 03:50:16.190000+00:00,31.431,966121.0,idle,fix-hyperparameters,0.9672499895095825,0.09736862033605576,0.9672499895095825,0.09736862033605576,0.9631875157356262,0.10689740628004074,0.9584000110626221,0.12152816355228424,32.0,synthetic-50-2-100K,20.0,"[array([[1., 0.],
       [0., 1.]])]",None,simple-mlp,uniform,0.0,forward,_________________________________________________________________,0.005073702428942628,82.0,84.0,13.0,3.0,2.0,50.0,main.py,bfe1b5d7ea9186374971062d77ddd3a65ac0a65d,23.9,6.553539276123047,"https://ui.neptune.ai/ygorcanalli/LabelNoise/e/LAB-466
"
51,2021-04-06 05:54:33.713000+00:00,,meriadoc,LAB-535,2021-04-06 05:58:23.628000+00:00,synthetic-100-5-500K-uniform-[0],ygorcanalli,2021-04-06 05:58:20.106000+00:00,226.381,4806846.0,idle,fix-hyperparameters,0.9467810988426208,0.1713835746049881,0.9467810988426208,0.1713835746049881,0.9533249735832214,0.15598168969154358,0.9517999887466431,0.15841886401176453,32.0,synthetic-100-5-500K,20.0,None,None,simple-mlp,uniform,0.0,boot-hard,_________________________________________________________________,0.004248038674119314,26.0,80.0,,2.0,5.0,100.0,main.py,bfe1b5d7ea9186374971062d77ddd3a65ac0a65d,19.0,10.153766632080078,"https://ui.neptune.ai/ygorcanalli/LabelNoise/e/LAB-535
"
52,2021-04-06 03:56:03.409000+00:00,,meriadoc,LAB-475,2021-04-06 03:56:41.930000+00:00,synthetic-50-2-100K-uniform-[0.1],ygorcanalli,2021-04-06 03:56:34.879000+00:00,31.468,966121.0,idle,fix-hyperparameters,0.8666874766349792,0.32203209400177,0.8666874766349792,0.32203209400177,0.8610000014305115,0.35029786825180054,0.9465500116348267,0.16955789923667908,32.0,synthetic-50-2-100K,20.0,None,None,simple-mlp,uniform,0.1,boot-hard,_________________________________________________________________,0.005073702428942628,82.0,84.0,13.0,3.0,2.0,50.0,main.py,bfe1b5d7ea9186374971062d77ddd3a65ac0a65d,23.5,6.773738861083984,"https://ui.neptune.ai/ygorcanalli/LabelNoise/e/LAB-475
"
53,2021-04-06 04:47:20.738000+00:00,,meriadoc,LAB-514,2021-04-06 04:48:44.030000+00:00,synthetic-80-5-200K-uniform-[0.15],ygorcanalli,2021-04-06 04:48:43.466000+00:00,82.724,1926361.0,idle,fix-hyperparameters,0.6620000004768372,1.0033708810806274,0.6620000004768372,1.0033708810806274,0.7531874775886536,0.8505224585533142,0.874750018119812,0.5027199983596802,32.0,synthetic-80-5-200K,20.0,None,None,simple-mlp,uniform,0.15,boot-soft,_________________________________________________________________,0.17542437598233224,58.0,47.0,94.0,3.0,5.0,80.0,main.py,bfe1b5d7ea9186374971062d77ddd3a65ac0a65d,21.9,8.222076416015625,"https://ui.neptune.ai/ygorcanalli/LabelNoise/e/LAB-514
"
54,2021-04-06 05:05:20.806000+00:00,,meriadoc,LAB-526,2021-04-06 05:06:48.552000+00:00,synthetic-80-5-200K-uniform-[0.25],ygorcanalli,2021-04-06 05:06:43.665000+00:00,82.857,1926361.0,idle,fix-hyperparameters,0.5922577977180481,1.1631593704223633,0.5922577977180481,1.1631593704223633,0.6598437428474426,1.063248634338379,0.8708500266075134,0.6025010347366333,32.0,synthetic-80-5-200K,20.0,"[array([[0.75  , 0.0625, 0.0625, 0.0625, 0.0625],
       [0.0625, 0.75  , 0.0625, 0.0625, 0.0625],
       [0.0625, 0.0625, 0.75  , 0.0625, 0.0625],
       [0.0625, 0.0625, 0.0625, 0.75  , 0.0625],
       [0.0625, 0.0625, 0.0625, 0.0625, 0.75  ]])]",None,simple-mlp,uniform,0.25,forward,_________________________________________________________________,0.17542437598233224,58.0,47.0,94.0,3.0,5.0,80.0,main.py,bfe1b5d7ea9186374971062d77ddd3a65ac0a65d,21.6,8.263286590576172,"https://ui.neptune.ai/ygorcanalli/LabelNoise/e/LAB-526
"
55,2021-04-06 03:50:25.506000+00:00,,meriadoc,LAB-467,2021-04-06 03:51:04.494000+00:00,synthetic-50-2-100K-uniform-[0],ygorcanalli,2021-04-06 03:50:56.895000+00:00,31.387,966121.0,idle,fix-hyperparameters,0.9673905968666077,0.09739504754543304,0.9673905968666077,0.09739504754543304,0.960562527179718,0.11420731246471405,0.9581000208854675,0.12557768821716309,32.0,synthetic-50-2-100K,20.0,"[array([[1., 0.],
       [0., 1.]])]",None,simple-mlp,uniform,0.0,backward,_________________________________________________________________,0.005073702428942628,82.0,84.0,13.0,3.0,2.0,50.0,main.py,bfe1b5d7ea9186374971062d77ddd3a65ac0a65d,24.3,6.5590972900390625,"https://ui.neptune.ai/ygorcanalli/LabelNoise/e/LAB-467
"
56,2021-04-06 04:59:17.613000+00:00,,meriadoc,LAB-522,2021-04-06 05:00:41.153000+00:00,synthetic-80-5-200K-uniform-[0.2],ygorcanalli,2021-04-06 05:00:40.417000+00:00,82.799,1926361.0,idle,fix-hyperparameters,0.6138906478881836,0.6393832564353943,0.6138906478881836,0.6393832564353943,0.6912187337875366,0.445598840713501,0.8546749949455261,-0.7619546055793762,32.0,synthetic-80-5-200K,20.0,"[array([[0.8 , 0.05, 0.05, 0.05, 0.05],
       [0.05, 0.8 , 0.05, 0.05, 0.05],
       [0.05, 0.05, 0.8 , 0.05, 0.05],
       [0.05, 0.05, 0.05, 0.8 , 0.05],
       [0.05, 0.05, 0.05, 0.05, 0.8 ]])]",None,simple-mlp,uniform,0.2,backward,_________________________________________________________________,0.17542437598233224,58.0,47.0,94.0,3.0,5.0,80.0,main.py,bfe1b5d7ea9186374971062d77ddd3a65ac0a65d,21.7,8.275978088378906,"https://ui.neptune.ai/ygorcanalli/LabelNoise/e/LAB-522
"
57,2021-04-06 05:14:27.074000+00:00,,meriadoc,LAB-532,2021-04-06 05:15:51.105000+00:00,synthetic-80-5-200K-uniform-[0.3],ygorcanalli,2021-04-06 05:15:49.808000+00:00,82.73,1926361.0,idle,fix-hyperparameters,0.5342265367507935,0.6217237114906311,0.5342265367507935,0.6217237114906311,0.5923749804496765,0.525338888168335,0.8267250061035156,-1.8246361017227173,32.0,synthetic-80-5-200K,20.0,"[array([[0.7  , 0.075, 0.075, 0.075, 0.075],
       [0.075, 0.7  , 0.075, 0.075, 0.075],
       [0.075, 0.075, 0.7  , 0.075, 0.075],
       [0.075, 0.075, 0.075, 0.7  , 0.075],
       [0.075, 0.075, 0.075, 0.075, 0.7  ]])]",None,simple-mlp,uniform,0.3,backward,_________________________________________________________________,0.17542437598233224,58.0,47.0,94.0,3.0,5.0,80.0,main.py,bfe1b5d7ea9186374971062d77ddd3a65ac0a65d,21.4,8.504280090332031,"https://ui.neptune.ai/ygorcanalli/LabelNoise/e/LAB-532
"
58,2021-04-06 06:06:36.833000+00:00,,meriadoc,LAB-538,2021-04-06 06:10:13.837000+00:00,synthetic-100-5-500K-uniform-[0.05],ygorcanalli,2021-04-06 06:10:13.061000+00:00,216.217,4806798.0,idle,fix-hyperparameters,0.8904340267181396,0.4585617780685425,0.8904340267181396,0.4585617780685425,0.8964375257492065,0.44695958495140076,0.942359983921051,0.24308331310749054,32.0,synthetic-100-5-500K,20.0,None,None,simple-mlp,uniform,0.05,none,_________________________________________________________________,0.004248038674119314,26.0,80.0,,2.0,5.0,100.0,main.py,bfe1b5d7ea9186374971062d77ddd3a65ac0a65d,19.7,9.889820098876953,"https://ui.neptune.ai/ygorcanalli/LabelNoise/e/LAB-538
"
59,2021-04-06 06:14:12.346000+00:00,,meriadoc,LAB-540,2021-04-06 06:18:03.696000+00:00,synthetic-100-5-500K-uniform-[0.05],ygorcanalli,2021-04-06 06:17:58.784000+00:00,226.426,4806894.0,idle,fix-hyperparameters,0.8920683860778809,0.3961557447910309,0.8920683860778809,0.3961557447910309,0.8989999890327454,0.3831697404384613,0.9444500207901001,0.20289959013462067,32.0,synthetic-100-5-500K,20.0,None,None,simple-mlp,uniform,0.05,boot-hard,_________________________________________________________________,0.004248038674119314,26.0,80.0,,2.0,5.0,100.0,main.py,bfe1b5d7ea9186374971062d77ddd3a65ac0a65d,17.6,10.634716033935547,"https://ui.neptune.ai/ygorcanalli/LabelNoise/e/LAB-540
"
60,2021-04-06 05:06:51.562000+00:00,,meriadoc,LAB-527,2021-04-06 05:08:15.584000+00:00,synthetic-80-5-200K-uniform-[0.25],ygorcanalli,2021-04-06 05:08:14.749000+00:00,83.184,1926361.0,idle,fix-hyperparameters,0.5746015906333923,0.6003222465515137,0.5746015906333923,0.6003222465515137,0.6443750262260437,0.47195279598236084,0.8416249752044678,-1.3566045761108398,32.0,synthetic-80-5-200K,20.0,"[array([[0.75  , 0.0625, 0.0625, 0.0625, 0.0625],
       [0.0625, 0.75  , 0.0625, 0.0625, 0.0625],
       [0.0625, 0.0625, 0.75  , 0.0625, 0.0625],
       [0.0625, 0.0625, 0.0625, 0.75  , 0.0625],
       [0.0625, 0.0625, 0.0625, 0.0625, 0.75  ]])]",None,simple-mlp,uniform,0.25,backward,_________________________________________________________________,0.17542437598233224,58.0,47.0,94.0,3.0,5.0,80.0,main.py,bfe1b5d7ea9186374971062d77ddd3a65ac0a65d,21.6,8.30270004272461,"https://ui.neptune.ai/ygorcanalli/LabelNoise/e/LAB-527
"
61,2021-04-06 05:03:50.426000+00:00,,meriadoc,LAB-525,2021-04-06 05:05:17.056000+00:00,synthetic-80-5-200K-uniform-[0.25],ygorcanalli,2021-04-06 05:05:13.346000+00:00,82.915,1926361.0,idle,fix-hyperparameters,0.5877734422683716,1.0471795797348022,0.5877734422683716,1.0471795797348022,0.6550624966621399,0.9550614356994629,0.8592749834060669,0.5259767770767212,32.0,synthetic-80-5-200K,20.0,None,None,simple-mlp,uniform,0.25,boot-hard,_________________________________________________________________,0.17542437598233224,58.0,47.0,94.0,3.0,5.0,80.0,main.py,bfe1b5d7ea9186374971062d77ddd3a65ac0a65d,21.5,8.345157623291016,"https://ui.neptune.ai/ygorcanalli/LabelNoise/e/LAB-525
"
62,2021-04-06 04:06:41.078000+00:00,,meriadoc,LAB-490,2021-04-06 04:07:19.772000+00:00,synthetic-50-2-100K-uniform-[0.25],ygorcanalli,2021-04-06 04:07:12.610000+00:00,31.531,966121.0,idle,fix-hyperparameters,0.7302500009536743,0.5086920261383057,0.7302500009536743,0.5086920261383057,0.711187481880188,0.5489881038665771,0.9117500185966492,0.3180607855319977,32.0,synthetic-50-2-100K,20.0,None,None,simple-mlp,uniform,0.25,boot-hard,_________________________________________________________________,0.005073702428942628,82.0,84.0,13.0,3.0,2.0,50.0,main.py,bfe1b5d7ea9186374971062d77ddd3a65ac0a65d,23.7,6.963596343994141,"https://ui.neptune.ai/ygorcanalli/LabelNoise/e/LAB-490
"
63,2021-04-06 05:08:30.378000+00:00,,meriadoc,LAB-528,2021-04-06 05:09:54.283000+00:00,synthetic-80-5-200K-uniform-[0.3],ygorcanalli,2021-04-06 05:09:53.208000+00:00,82.825,1926361.0,idle,fix-hyperparameters,0.5486015677452087,1.260490894317627,0.5486015677452087,1.260490894317627,0.6098750233650208,1.1883221864700317,0.8532249927520752,0.7030765414237976,32.0,synthetic-80-5-200K,20.0,None,None,simple-mlp,uniform,0.3,none,_________________________________________________________________,0.17542437598233224,58.0,47.0,94.0,3.0,5.0,80.0,main.py,bfe1b5d7ea9186374971062d77ddd3a65ac0a65d,21.3,8.424213409423828,"https://ui.neptune.ai/ygorcanalli/LabelNoise/e/LAB-528
"
64,2021-04-06 05:12:55.891000+00:00,,meriadoc,LAB-531,2021-04-06 05:14:23.352000+00:00,synthetic-80-5-200K-uniform-[0.3],ygorcanalli,2021-04-06 05:14:18.606000+00:00,82.712,1926361.0,idle,fix-hyperparameters,0.5513359308242798,1.244028091430664,0.5513359308242798,1.244028091430664,0.6193437576293945,1.1605552434921265,0.8712249994277954,0.6608117818832397,32.0,synthetic-80-5-200K,20.0,"[array([[0.7  , 0.075, 0.075, 0.075, 0.075],
       [0.075, 0.7  , 0.075, 0.075, 0.075],
       [0.075, 0.075, 0.7  , 0.075, 0.075],
       [0.075, 0.075, 0.075, 0.7  , 0.075],
       [0.075, 0.075, 0.075, 0.075, 0.7  ]])]",None,simple-mlp,uniform,0.3,forward,_________________________________________________________________,0.17542437598233224,58.0,47.0,94.0,3.0,5.0,80.0,main.py,bfe1b5d7ea9186374971062d77ddd3a65ac0a65d,21.7,8.546401977539062,"https://ui.neptune.ai/ygorcanalli/LabelNoise/e/LAB-531
"
